"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 31 18:51:41 SGT 2023","Fri Mar 31 18:51:49 SGT 2023","7781","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing rename function","","","Verify clicking on cancel button in the modal window, layout is not renamed",""
"passed","Fri Mar 31 18:56:23 SGT 2023","Fri Mar 31 18:56:29 SGT 2023","5658","chromium","src\tests\003-access-control-testing\access-control-view.test.ts","Access Control View test","","","Verify user operator1 with non-admin role is not able to view the access control page ",""
"passed","Fri Mar 31 18:52:01 SGT 2023","Fri Mar 31 18:52:10 SGT 2023","8991","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing duplicate page function","","","Verify pop up shows ""Duplicate Page"" as header",""
"passed","Fri Mar 31 18:51:30 SGT 2023","Fri Mar 31 18:51:38 SGT 2023","8398","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing rename function","","","Verify pop up shows 'Rename Page' as header",""
"passed","Fri Mar 31 18:49:05 SGT 2023","Fri Mar 31 18:49:07 SGT 2023","2607","setup","src\tests\auth-setup.ts","","","","authenticate",""
"skipped","Fri Mar 31 18:49:07 SGT 2023","Fri Mar 31 18:49:07 SGT 2023","0","chromium","src\tests\001-login-testing\login-validation.test.ts","Login validation tests","","","Verify if error message is shown with invalid credentials: tester",""
"passed","Fri Mar 31 18:58:31 SGT 2023","Fri Mar 31 18:58:50 SGT 2023","18852","chromium","src\tests\005-comms\chat.test.ts","Testing comms widget chat functionality","","","Verify userA can view the user ""joined"" the chat",""
"skipped","Fri Mar 31 18:49:07 SGT 2023","Fri Mar 31 18:49:07 SGT 2023","0","chromium","src\tests\001-login-testing\login-validation.test.ts","Login validation tests","","","Verify component is focused when clicking tab",""
"passed","Fri Mar 31 18:51:49 SGT 2023","Fri Mar 31 18:51:57 SGT 2023","7310","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing rename function","","","Verify layout renamed is saved",""
"passed","Fri Mar 31 18:55:56 SGT 2023","Fri Mar 31 18:56:12 SGT 2023","16022","chromium","src\tests\003-access-control-testing\ac-widget-edit-view.test.ts","Widgets assigned/unassigned to a role","","","Verify widgets assigned/unassigned to a role is saved",""
"passed","Fri Mar 31 18:56:18 SGT 2023","Fri Mar 31 18:56:23 SGT 2023","5600","chromium","src\tests\003-access-control-testing\access-control-view.test.ts","Access Control View test","","","Verify user manager1 with non-admin role is not able to view the access control page ",""
"passed","Fri Mar 31 18:50:10 SGT 2023","Fri Mar 31 18:50:30 SGT 2023","19971","chromium","src\tests\002-widget-testing\widget-dashboard.test.ts","Testing widget dashboard","","","Verify the position of widgets saved in the widget edit view is same in the widget view",""
"passed","Fri Mar 31 18:51:57 SGT 2023","Fri Mar 31 18:52:01 SGT 2023","4168","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing rename function","","","Verify layout before rename does not exist",""
"passed","Fri Mar 31 19:02:09 SGT 2023","Fri Mar 31 19:02:22 SGT 2023","12227","chromium","src\tests\005-comms\file-upload.test.ts","Testing comms file upload","","","Verify userA can download and verify integrity of the file ",""
"skipped","Fri Mar 31 18:49:07 SGT 2023","Fri Mar 31 18:49:07 SGT 2023","1","chromium","src\tests\001-login-testing\login-session.test.ts","Testing persistent and non-persistent session","","","Verify that the user is not redirected to home page even after closing the browser with 'Stay Signed in' not checked",""
"failed","Fri Mar 31 19:02:22 SGT 2023","Fri Mar 31 19:03:02 SGT 2023","40280","chromium","src\tests\005-comms\file-upload.test.ts","Testing comms file upload","","","Verify the icon of file uploaded",""
"passed","Fri Mar 31 18:52:10 SGT 2023","Fri Mar 31 18:52:17 SGT 2023","7158","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing duplicate page function","","","Verify clicking on cancel button in the modal window, duplicate layout is not created",""
"passed","Fri Mar 31 18:52:33 SGT 2023","Fri Mar 31 18:52:43 SGT 2023","9848","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing reset to default function","","","Verify pop up shows ""Reset to Default"" as header",""
"passed","Fri Mar 31 18:53:17 SGT 2023","Fri Mar 31 18:53:24 SGT 2023","7158","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing delete function","","","Verify clicking on cancel button, layout is not deleted",""
"passed","Fri Mar 31 18:53:46 SGT 2023","Fri Mar 31 18:53:49 SGT 2023","3349","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing widget menu buttons ","","","Verify kebab menu button is enabled by default",""
"passed","Fri Mar 31 18:54:04 SGT 2023","Fri Mar 31 18:54:13 SGT 2023","8567","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing revert changes function","","","Verify clicking on cancel button, changes are not reverted",""
"passed","Fri Mar 31 18:51:05 SGT 2023","Fri Mar 31 18:51:09 SGT 2023","3572","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing new layout","","","Verify for kebab menu only  revert changes button is disabled",""
"passed","Fri Mar 31 18:49:26 SGT 2023","Fri Mar 31 18:49:34 SGT 2023","7947","chromium","src\tests\002-widget-testing\multiple-widgets.test.ts","Multiple Widgets Test","","","Verify widget dimension does not change when 2 widgets are added",""
"passed","Fri Mar 31 18:54:13 SGT 2023","Fri Mar 31 18:54:26 SGT 2023","13411","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing revert changes function","","","Verify clicking on confirm button, changes are reverted",""
"passed","Fri Mar 31 18:51:38 SGT 2023","Fri Mar 31 18:51:41 SGT 2023","3370","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing rename function","","","Verify input box has the page name pre-populated",""
