"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 01 22:24:39 SGT 2023","Sat Apr 01 22:25:10 SGT 2023","31377","chromium","src\tests\002-widget-testing\single-widget.test.ts","Single Widget Test @smoke","","","Verify widget is draggable",""
"skipped","Sat Apr 01 22:27:21 SGT 2023","Sat Apr 01 22:27:21 SGT 2023","1","chromium","src\tests\004-map-testing\map.test.ts","Map Testing @smoke","","","Verify whether search button is working correctly",""
"failed","Sat Apr 01 22:27:17 SGT 2023","Sat Apr 01 22:27:21 SGT 2023","3874","chromium","src\tests\004-map-testing\map.test.ts","Map Testing @smoke","","","Verify whether user is able to zoom the map",""
"passed","Sat Apr 01 22:25:45 SGT 2023","Sat Apr 01 22:25:51 SGT 2023","6454","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing default layout @smoke","","","Verify for Default layout revert changes button is disabled",""
"passed","Sat Apr 01 22:26:09 SGT 2023","Sat Apr 01 22:26:15 SGT 2023","5703","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing creation of new page @smoke","","","Verify input box for new page is enabled by default",""
"passed","Sat Apr 01 22:26:48 SGT 2023","Sat Apr 01 22:26:54 SGT 2023","6511","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing creation of new page @smoke","","","Verify confirm button is enabled",""
"passed","Sat Apr 01 22:23:34 SGT 2023","Sat Apr 01 22:23:41 SGT 2023","6870","chromium","src\tests\001-login-testing\logout-successful.test.ts","Testing logout button @smoke","","","Verify if logout button is re-directed to login page",""
"skipped","Sat Apr 01 22:27:21 SGT 2023","Sat Apr 01 22:27:21 SGT 2023","1","chromium","src\tests\004-map-testing\map.test.ts","Map Testing @smoke","","","Verify whether user is able to pan to the bottom side of the map",""
"skipped","Sat Apr 01 22:27:21 SGT 2023","Sat Apr 01 22:27:21 SGT 2023","1","chromium","src\tests\004-map-testing\map.test.ts","Map Testing @smoke","","","Verify whether user is able to pan to the right side of the map",""
"skipped","Sat Apr 01 22:27:21 SGT 2023","Sat Apr 01 22:27:21 SGT 2023","1","chromium","src\tests\004-map-testing\map.test.ts","Map Testing @smoke","","","Verify whether user is able to pan to the left side of the map",""
"passed","Sat Apr 01 22:26:35 SGT 2023","Sat Apr 01 22:26:41 SGT 2023","5754","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing creation of new page @smoke","","","Verify the new page pop up has confirm button",""
"passed","Sat Apr 01 22:26:54 SGT 2023","Sat Apr 01 22:27:02 SGT 2023","7802","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing creation of new page @smoke","","","Verify new layout is not created on clicking the cancel button",""
"passed","Sat Apr 01 22:26:09 SGT 2023","Sat Apr 01 22:26:35 SGT 2023","26741","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing default layout @smoke","","","Verify on clicking the save button, widgets are saved",""
"skipped","Sat Apr 01 22:27:21 SGT 2023","Sat Apr 01 22:27:21 SGT 2023","0","chromium","src\tests\004-map-testing\map.test.ts","Map Testing @smoke","","","Verify whether all custom layers are disabled successfully",""
"passed","Sat Apr 01 22:25:31 SGT 2023","Sat Apr 01 22:25:38 SGT 2023","7235","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing default layout @smoke","","","Verify on selecting Default layout, kebeb menu shows only duplicate page and revert changes button",""
"passed","Sat Apr 01 22:24:08 SGT 2023","Sat Apr 01 22:24:39 SGT 2023","31170","chromium","src\tests\002-widget-testing\single-widget.test.ts","Single Widget Test @smoke","","","Verify highlight border is removed when edit button is clicked in editmode.",""
"passed","Sat Apr 01 22:25:26 SGT 2023","Sat Apr 01 22:25:31 SGT 2023","5251","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing default layout @smoke","","","Verify layout with name Default is shown",""
"passed","Sat Apr 01 22:23:41 SGT 2023","Sat Apr 01 22:24:18 SGT 2023","37096","chromium","src\tests\002-widget-testing\single-widget.test.ts","Single Widget Test @smoke","","","Verify border is highlighted  when edit button is clicked",""
"skipped","Sat Apr 01 22:27:21 SGT 2023","Sat Apr 01 22:27:21 SGT 2023","1","chromium","src\tests\004-map-testing\map.test.ts","Map Testing @smoke","","","Verify whether user is able to pan to the top side of the map",""
"passed","Sat Apr 01 22:27:02 SGT 2023","Sat Apr 01 22:27:13 SGT 2023","10627","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing creation of new page @smoke","","","Verify new layout is created when the page name is entered and click on the confirm button",""
"passed","Sat Apr 01 22:26:41 SGT 2023","Sat Apr 01 22:26:48 SGT 2023","6638","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing creation of new page @smoke","","","Verify cancel button is enabled",""
"passed","Sat Apr 01 22:25:51 SGT 2023","Sat Apr 01 22:25:59 SGT 2023","7523","chromium","src\tests\002-widget-testing\widget-menu.test.ts","Testing default layout @smoke","","","Verify on updating the widgets in grid, save button and revert changes button are enabled",""
